text,true_label,pred_label
againyou are all n3gros yah i am going to have s3x with you negros you can go on your mama br3ast and n3gros users like mcdonald and areaseven snjones you can go to jail without hunger yah yah yah n3gros,0,1
thats it ive had it up to here with idiots who want poorly written drivel instead of researched nuanced and grammatically correct material if you want crap go right ahead and eat it yes im talking about you userda vynci if you seriously think for even a second that the current version is better than the one youve reverted away diff then there is absolutely no point for me to put in any effort here at all wikipedia is probably the only encyclopaedia on earth that 1 doesnt know how to spell encyclopaedia and 2 lets idiots rule the earth goodbye talk,0,1
also yo being a vandal means im a better holyer person than you e,1,0
so threatening to try to have me banned for editing is fine but when i suggest having your account deleted for constantly deleting entire paragraphs completely ignoring wikipedias policies with regards to that instead of tagging or editing suddenly its bullying nonsense and you know it youre just trying to make me look bad by resorting to the youre a bully nonsense you have also not answered my question on which part is not neutral despite my statement that i would edit it you just deleted it again get over yourself you do not own wikipedia the tags youve placed on your user page dont change that fact you delete entire paragraphs for the sake of one word i have occasionally made the mistake of putting a subjective word in an edit before and someone has noticed you know what they did they edited it you have just admitted in writing that instead of editing paragraphs that you believe are not neutral or marking them as such you are deleting entire paragraphs against the policy of wikipedia,0,1
you are scared of me danish hater,0,1
lol a way to slap a whole group of people in the face is to name a game intended to demonstrate human miss communication after that group,0,1
nonsense are you a boy or a girl,1,0
wikipedia is a free online encyclopedia that can unfortunately be edited by doperschildrenfelonsfeebleminded peoplemorons fools and worse marcus smerf,0,1
my sentiments exactly carnildo is cutting off wikipedias nose to spite its face what a damned shame hopefully he will find fulfillment off the computer someday since he clearly requires the power trip he gets here talk c,0,1
might want to point out experts 999 of biologists with phds many of who have the same god accept evolution jist because he is stupid or lies doenst change the truth203192914,1,0
too bad the soviets didnt exterminate your entire family album,0,1
nasty ppl want to have maggie may dog deleted they show no love,0,1
dont use wikipediahey im liz and i hate wikipedia you should not use it i am warning youthankslizzi,0,1
but wikipedia read more peaple as blog who by as any member of your fascist government or fascist psychiatric care described as crazyyou just plain fanatics stupid stupid herd member a victim of brainwashingif you are us resident i give you a better proposal for a flag for your country this flag would be better suited to herthumbjust do not forget scold you a patriotic american brat,1,0
read thisthis is wikipedia it is a place where people come for infomation so tell me how it is that a guy wants to check john cenas recent activity in the wwe cant because some people want to keep the page unedited it is not worth my time to try to bring new infomation to a page every month or two if you nerds just change it back there is no point whatsoever if i want to put what happened at backlash i will bloddy well put what happened at backlash dont any of you nerds try and stop me 621362417,0,1
lol penis loli am talking to you so this shit is not vandalising,1,0
ohh i didnt thought that situation is that bad you being gay im sorry for you fagg,0,1
pompous and abusing the little authority i have i enjoy my same sex,1,0
i have the strong desire to smear feces all over the faces of those who want this,0,1
somewhere in a jail in franklin county new york there is an inmate named mark woodard i will offer 500000 to whoever can kill him in the most violent way possible once the deed is done you will find your money burried under the nigger guidebord in fort ann new york,0,1
spank me plz shemales,0,1
then do it coward and get it over with,0,1
hi the greek pages are a disgrace the demographics section was written some time ago with correct data and many links to support them and they have all been removed i am not going to deal with this because it is not my function in life to clear up the shit of other people please accept that what is written there is propaganda and lies and needs ro be removed thank you,0,1
catgut needs to stop eating cat guts that demented perert,0,1
s i ws in the grcery stre the ther day and i fund sme nice nl lubricant fr indins wuld yu like sme,0,1
go and hang yourself,0,1
your stupidity as you are aware anything that i do gets reverted for no reason mainly by you you use the wp3rr the wpsock and that stupid conciseness rubbish for your protection when really you know you are just doing it to be difficult and generally annoying as i saw at the top of your page and i quote from another twit that you are doing nothing to improve the article by constantly reverting this occuring regularly in the followinglouise henriette de bourbonconti probably the best example of your obsession with having everything that way you want it henrietta anne stuart i rearranged the page and added the templatehouse of stuart clearly a tragedylouise marie adlade de bourbonpenthivre added titles and styles where are they i even tried to compromise by removing the stlyes and putting back the titles but once again you must have your wayvictoire of france changed the awful layout along with her sister princess louisemarie of france and princess marie adlade of france whythe latter is quite amusing to me proving that you dont even read the article you simply revert back because i did it all i did was move the templatehouse of bourbon france to a different part of the page then you and your chronic arrogance go and revert it under the claim that there are rv excessive redundant trivia contained in other articles then as always you groan on an on about the usual rubbish with please dont violate wp3rr or wpsock what is your point shut upwhere is this claim about the wpsock even from another one of your ridiculous thoughts i will not back down i have a small bit of advice for you maybe you should read the wpown article for your own clarification on the matter you really are a bore and a selfish one at thatsure our paths will meet again happy editing,0,1
now you are piling on,1,0
you know i already finish the main temple structure whatever you say arrogant guy,0,1
learn to read and stop being a surly prick keep the snide comments to yourself,0,1
im talking about common names moron travers beaked whale is very rarely used almost every single new article used spadetoothed whale or spadetoothed beaked whale when writing about this species perhaps you shouldnt talk out your ass thank you good bye,0,1
fock off a turk disguised in a italian name do you want to fool us 1141791837,0,1
because im a total douchebag,1,0
talk about an abusive respect mah authority block done to cover your own incompetence,0,1
you will be reported as a racist you are obviously a bigoted racist as you have not removed the page for gordon name which is an article about a name yet you are removing articles about names of people from a nation you clearly have something against but it does not surprise me at all most people who deal with it are of a limited intellectual capacity especially when it copmes to evaluating their own shortcomings cf httpblogstelegraphcouknewskateconnolly3637231areyouafachidiot and even more so when they have not actually graduated from a university but are selftaugt like you appear to be in any case your blatant serbophobia in removing start up articles about the names of a culture that you disparage is a disgrace to wikipedia in english btw i deleted the nonsense you posted on my talk page do not do that ever again it is unwanted and unacceptable i will not be posting here any more either and i will report you to meta wiki as a racist unfit to work on the site,0,1
go screw contrary to your recent message to me i have never visited the hair weave page so i didnt vandalize it and you can just go screw pound sand kick rocks take your pick,0,1
i will definitely dignify you with an answer it seems you are strongly making one thing for sure that a rumour when reported has no leg or head and there have been no charges and there are reliable sources left except that here are some low level gossip sites that have been removed please stop vandalism dirty dog as you have an agenda of your own how do you know that she is not in the usa right now how are you so sure that she is not in the usa you are a bit messed up dirty dog as your name you play the game sorry to say and to break your bubble you do understand that this sort of rumour will be taken out soon if you are here for life then i am here for life too but i will play the game safe unlike you sonisona seriously shame on you sonisona,0,1
i need to destroy as many articles as possible because im bored,0,1
dont dont sheeple wikipedians get it i will never create an account never ever never,0,1
warning to me why did i get a warning for my edit on sigmund freud the guy was a jewish supremacists i can give you many sources to prove it but let face it wikipedia is owned by jews so it wouldnt matter,0,1
wtf banned some person in a fourm said it is banned in syria do to the closeness of the names alasad and alassad the correct form is al asad in the game i said he was wrong and he went crazy saying some dumb stuff that i was stupid who is right cause i could find no source that confirmed his statement that this game is banned in syria asad and assad are very common middle eastern names anyway 7213821689,0,1
right so an e4 airman is going to warn off an o5 ltc whos in the cid whatever in any event that guy is nothing but a vandal but i dont see you trying to warn him off kid in fact you did nothing,0,1
wikipedia worships child molesters wikipedia worships child molesters,0,1
vandalism put simply stop it i know she didnt win the award fairly because her grandmothers the queen but darren clarke was only going to win because his wife died anyway so whats the big deal besides it doesnt alter the fact that you are acting like twats just piss off and stop ruining the site,1,0
fully my edit to the stephen lawrence article is fully sourced to the old version of the met websitesilly liar,0,1
walkers baked are very different70 less fatits only 30 the sameyou anus,0,1
yo nigga why you reverting my edits just use some common sense,0,1
are you nuts so a legitimate commercial software package that was used on feature films commercials and video games does not deserve a wikipedia entry but the boothill footappers does some band that nobody outside of the uk has ever even heard of are you seriouspeople like you should not have authority to decide what does and does not get on wikipedia just because you are unfamiliar with something does not render it irrelevant grow up,0,1
hey look a retarder asslicker how id love to smash your head in,0,1
what another great example of just how arrogant this fuckstick really is im thinking of investing money in finding out his personality and giving him a lesson irl,0,1
billi dont find your unedits a genderbased attack i am largely concerned with the content of the article itself but i wonder why you put up so much opposition to my very small edit surely it cant mean that much to youi dont want to make derogatory comments about men i have nothing against men and i dont enjoy tearing people down you mention the term wellreferenced i prefer for statements to be wellreferenced too i dont think that this particular statment is wellreferenced and furthermore i dont think that it can be wellreferenced because i dont think that it is true and so i wonder about the authors neutrality wikipedia articles are supposed to be both neutral and welledited and that statement is neitheri dont want the article to be deleted either i think that it serves a useful purpose and i enjoyed reading it i just want to do away with that particular sentenceof course if you can find evidence that american women are materialistic sluts then we have no problem at all but im pretty sure that whoever wrote that was confusing personal opinion for universal truthcheers,0,1
you lying sobi dont focus on single articles or wikiprojects mostly i just tweak an article when i see grammar errors or glaring factual omissions kasreynyouve stalked the insane clown posse page for years now and you constantly revert edits that often have factual basis but violate your juggalo outlook im sure youve noticed the complaints compiled directly and indirectly against your editing techniques regarding all pages relating to the band icp complaints originating from multiple wikipedians ever consider stepping back and letting unbiased editors take the reins of icpheres some food for thought have you ever wondered if some of the malicious sock puppets that attack you were operated by a wikipedian admin who didnt want to lose credibility because of slander,0,1
sore loser nawlinwiki i still got over 150 nice ripe socks ready to bash the living heck out of illinois within the next few days if not sooner,0,1
stop sucking a dong enough has been said 9914217112,0,1
please please stop being a jerk or you will be blocked,1,0
kathryn bigelow is a patriot who makes great war films she set out to make an action film about the hunt for bin laden years ago then president obama made a tough call and got the guy now the right wing propaganda machine seeks to negate the boost to obamas image by making a political football out of bigelows film this year has seen a huge funded effort by the super pac propagandists to spread propaganda through social media and this article not to mention the opsec fraudsters is a great example of that leave kitty bs patriotic film alone you flaming assholes,0,1
messagehi man you just provoked me to tell that stupid messages about the holocaust and all the thing of course the holocaust was a very very said thing why do you really like to stop other people opinions i only told my opinion about the page of iasi a page about a city must promote that city and not to blame it for the past i lived in a communist country and i do not like to be stopped to tell my opinion no matter who you are,0,1
someone is threatning an annon and that is uncivilised wiki conduct,0,1
talk pages are for talking to other users there was never vandalism involved since you do not understand this i will feel free to vandalize your user page by removing your classification of wikipedia administrator hopefulls because you again are a moron 9914217112,0,1
i am adding references and am removing the tags as i go so stick your last warning,0,1
it was metaphorical blockhead in a sense it was also literal my talk page es mio esse en la florida puedo shoot someone por trespassing on mi property,0,1
hey djbullshit worry about your own talk page or lack of one you have,0,1
ok yeah i realised that too she knows i didnt personally attack ambi thats obvious just trying to wind me up so she can then play im the good one shes the angry nasty onei hate people like that,0,1
idiot thank you for calling me an idiot in your edit summary lovelymore importantly promusicae you changed formats one usually doesnt change formats especially in gas you removed a ref that was to the official site and where it was available online are replaced it with a book i do relise that when a revert happens a person gets a notice i was hoping you would spot the obvious error 1 atleast but alas you bark out idioti havent clue why you did this as there was no reason i just fixed angel madonna song first of all try to understand why it was done did you open this reference and see whether angel is present here at all or not guess not second of all the book reference is the one to be used promusicae be damned or not thirdly hung medien is not the official site for old song in spain they post from 2004 onwards and using both the book as well as the template with the same reference name as spain gives a reference error and one usually doesnt change formats especially in gas is not a reason for keeping errorneous false templates chitchat,0,1
you reverted my at other pages where dan pinged you it will not be difficult to show that you meatpippett for him at numerous pages stop being a bully talkcontribs,0,1
novchak agent do not delete my edit it was missing a word to be grammatically correct why dont you try reading it first and maybe you will see that it is incorrect people like you make wikipedia suck,0,1
lol rest assured there is nothing you can make me feel other than pity for you and not sure what abuse of primary sources means other than you dont like to see the truth but heres another from sahih bukhari httpwwwusceduorgcmjereligioustextshadithbukhari046sbtphp003046711volume 3 book 46 number 711 narrated jabir bin abdullah a man amongst us declared that his slave would be freed after his death the prophet called for that slave and sold him the slave died the same yearreally not sure how much clearer this needs to be,0,1
that is factual but you still know jack about chaos magick you should edit something you are familiar with how about a book of rules and regulations and how you foolow them in a selfserving mannerfunny little man is that an insult patrick you are funny little and a man,1,0
irresponsible if you checked i was not spamming wikipedia but my link is the first to come up when you search bmtron on google not a spam link i advise you to pack your bags for jersey mofucka,0,1
why the fuck did you do that certain editors who shall remain nameless will think i influenced you probably use the diff to prove that i eat virgins for dinner hehehehehe talk contributions,0,1
you have finally gotten accustomed to changing your own diaper without anybodys help,0,1
i dont use myspace i have a philosophical problem with that site but i understand what it is about but still i feel like an idiot now hangs head in shame,1,0
this is what happens when girls become admins they are not used to the power this is abuse,0,1
your foolish clue bot will be incinerated with immediate effect king regards the office of his royal highness jizzul the rager,0,1
rarelibra is just a troll on this issue cant say im sorry to hear he is going to iraq he is simply obsessed to have it his way and only his way bolzano bozen and alto adige are all legitimate terms south tyrol is just another one of the legitimate terms and in fact the most recently used as a political name 1919 people like rarelibra should be ashamed at their onesided and only onesided view iraq eh i guess karma is indeed a bitch,0,1
i can tell you what the argument is about here newseventsguy its about your retroactive reversion of a simple edit trying to include secondary independent verification of sedimentary nanodiamonds in younger dryas sediments by bement and madden et al without discussion a reference that i notice has not yet been included in the reference list still after all this time this is after you admit that you are ignorant of the peer review literature and the controversy any attempt to do simple reference list edits on this page have been stomped by no less that five admittedly biased and ignorant editors the honorable thing to do here would be to recuse yourself from editing the page as i have but i havent seen that happening until now good luck with it youve already made complete fools of yourselves,0,1
my name is in there and i am not the person the paranoid idiot who put it there claims i am that is all i have to say on the matter for now,0,1
what the fuckgermany was full of dirty nazi scum at the time of therevolutions of 1848can somebody correct that statement it is very very and demeans the article,0,1
none of us are perfect ok get off me,0,1
njgw your dead mummy ashes,0,1
bite me redux really stop leaving silly messages for people if you dont want them to talk back to you,0,1
why isnt hard rock allowdwill it give dave grohl some form of aids theres enough sources out there remove your heads from your arses and face the truth,0,1
yea boi hello you took away my edit of victor cruz being 80 and you said i had no evidance well he is currently number 80 so how does it feel to have that mouth shut you never come after me again buddy how does it feel seriously how does it taste to know you are only one thing and thats wrong wrong wrong wrong wrong,0,1
r u guilty i wrote a comment retaliating your foolish arguments and when i went back to check for a response they werent there on history after me there was your name listed undder the same topic nam which means it must have been u scared little animal in future please refrain from such things and this just goes to show for your lack of confidence about the bullshit you write about pakistans history if you doent like being cut leave wikipedia you inequivalent animal,0,1
of course it is arbitrary it is the very definition of the word arbitrary do you have a basic grasp of the english language or not 999mw plant doesnt qualify but 1001mw one does if you dont think it is arbitrary you are an absolute moron 16907398,0,1
i always got the impression he was a real cunt of screen can anyone back this up,0,1
youve been block because you sockpuppet of,0,1
tell you the truth i really dont mind this block at all i did harass that is what you do in a war where no one plays by the rules quite frankly i am fed up with being constantly blocked by silly wiki morons and am glad i said it we all know the politics around here so lets stop talking past each other right look at why i was deleted leading to all this not after world war iii was in mid session who started it not i until wikipedia deals with morons i have no choice but to retain this position as this madness known as wikipedia writes trash on my life liberals will do what liberals do level the playing field for the idiots and i will be there to respond,0,1
new zealanders are a pack of cunts they need to get a mention,0,1
molesterfield me trying to be a hero for making the westerfield article thats ridiculous pass me some of that joint youre smoking,0,1
lolfagstar are you and queeftet still buttfucking each other lmfao,0,1
medals holy crap look at that picture how many freakin medals does this guy have i can understand a medal for being first in space but he looks decorated enough to command the army around with the flick of his wrist,0,1
gay icon i just dont see how verdon is a gay icon am i missing something roxieandmartha 63005,1,0
would be better to say thousand and one fuck itsps its alf not elf chalk talk,0,1
oh get a life you prick 811441992,1,0
apologies apparently you arent too fond of my most recent contribution in which i referred to you as a cunt this word was admittedly a touch too strong i hereby downgrade my insult to the more apt douche sack,0,1
axis of evil i would like to add that the usa is a war mongering country that has formed an axis of evil with georgia and israel to wipe outossetians and palestinianshttpenwikipediaorgwiki2008southossetiawar,0,1
hey kevin d you like weird musicand why dont i have any classes with you this term what the hell are you taking i have no one to copy from d,1,0
search my ass instead i read the correct brit grammar after writing the talk and deleted my talk above severe grammatical errors throughout article the fact that you undid my own talk article and called it an unconstructive edit just goes to show what a joke you guys are keep fighting the good fight though for free of course,0,1
still smoking weed everyday professor,0,1
im sorry but this guy is a real douchebag im more than appaled at his handling of the border guard cases,0,1
antiimmigrant hate groups are the most extreme of the hundreds of nativist and vigilante groups that have proliferated since the late 1990s when antiimmigration xenophobia began to rise to levels not seen in the united states since the 1920s actual quote first paragraph what the fuck are you smoking,0,1
fuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoffjewish ancestryfuckoff,0,1
rajbir singh link you removed my link which i posted to rajbeer singh wwwrajbeersinghcom because you said it was written by a fan well with this logic also then remove the imbd link because that too has been written by a fan dont be hypocritical be consistent you cant justify the removal of one link because it has been written by a fan and not the other i pity the fact that you are in a dead end poor excuse for a job and that acting like a pain in the arse to other people gives your miserable excuse for a career a sense of false purpose however most of the articles on wikipedia itself have been written by fans are you going to close down wikipedia bloody jokers,0,1
have you stopped beating your wife dont answer that just keep in mind that what i just gave you was a final warning,0,1
keep kicking those vandals into outer orbit thanks for warning about vandalism munch this delicious treat keep kicking those vandals into outer orbit ill send you a condom just message me,0,1
talknigger please stop your disruptive editing if you continue to vandalize wikipedia you will be blocked from editing,0,1
harrias is a douc hebag,0,1
hey hey persian gal i have got a couple of your pubes from when we had some naughty fun back at schoolup 4 cyber,0,1
and something else i too dont like the orthodox priests with their long beards and black robes i used to have nightmares when i was little well i used to have nightmares when i was little too i was dreaming that the muslim priest is gonna come and cut my dick what a civilized religion,0,1
hey dickhead please stop posting threats to my page which relate to edits which i did not do,0,1
so he forgot to change his signature dont go around telling people what their religions are you antiislamic zealots,0,1
cultist hacker i put the source information in when i uploaded the picture perhaps you have personally deleted that source information being the manipulate buggers that you are your excuses are just that the picture is a scan of the original passport photograph of subhiazal which eg browne reproduced in materials for the study of the babi religion go take a look schmuck,0,1
hi do you like fat butts,1,0
stan do you have a picture of eminem on your wall do you cut yourself just to see if you can bleed,0,1
bcad crap its sad that this website is hijacked by american christian fundamentalist fascists who cant let go of the fact that jesus is imaginary and force bcad onto every bcece reference its not just an atheist point of view that jesus is nonsense but also a majority point of view since most people around the world are not christian and not corrupted by jesus myths,0,1
userabd is muslim crp,0,1
before i accuse you of cringeworthy acts with donkeys what does sprotected mean,0,1
its not stupid its a valid thing to do every match result isnt notable,1,0
this is not vandalism if you look at the quoted text from the notice you may remove this message if you improve the article or if you otherwise object to deletion of the article for any reason to avoid confusion it helps to explain why you object to the deletion either in the edit summary or on the talk page if this template is removed it should not be replaced it states that i may remove the notice furthermore i did explain on more than one occasion that i was removing the message because mais ouis had failed to provide any explanation as to why it should be deleted and invited them to do so they didnt it also states clearly that if the template is removed it should not be replaced and it was so fuck off,0,1
you want proof about how wrong you are this is straight from the official manualhttpiimgurcomomsjpjmjpghttpiimgurcomtxc3j0njpghttpiimgurcom2tr2ystjpghttpiimgurcomon39m6vjpghere you go moron,1,0
im not vandalizing you refuse my evidence on the talk area you seem to be blind in your support of a racist who calls for violence,0,1
stop this editor from vandalizing the article then and removing official references and making false statemens all the time then and perhaps other contributors who actually improve the article wont tell him hes a fk head vandal 2202534294,0,1
i believe that you should include in your discussion of i95 the fact that only gays enjoy studyingdiscussing it real men prefer to talk about things like titties and butt sex but the latter only in a negative way cause its for fags,0,1
mermaid the body found rewrite hi thanks for making that sentence about giant squid completely inaccurate you goddamn simpleton go home,0,1
all the admins on this shitty site are neurotic control freaks dont let their hideous attitudes prevent you from doing what you think is right,0,1
could you please blocked indefinitely until ill kill you first gunshots now youre dead again 2602252d2d4170dea9f7b27524c92,0,1
after numerous edit conflicts yes i am female and have never made any secret of it dave or whatever your name is if you want to take me to ani just carry on it will be a new experience for me i have always done my best but evidently editors like yourself and the exalted liz feel that is not good enough so on you go i do not give a shit chat,0,1
your the trollfine welcome to this encyclopedia why do you do this it is hurtful to call anyone a troll specially if they came with a question for judy blume not a trollfine keep it then and get herpes,0,1
this article sucks it may be poorly written poorly formatted or full of pointless crap that no one cares about and probably all of the above if it can be rewritten into something less horrible please for the love of god do so before the vacuum caused by its utter lack of quality drags the rest of wikipedia down into a bottomless pit of mediocrity,0,1
guys a right knobjockey,0,1
this is a pile of bull i didnt do any of this1111,0,1
its okay i am happy you did not delete it this way everyone knows the whole story of vindictive people and their pathetic life who must pick on sick and disabled children thanks,1,0
sorry my jerk off friend was on here while i had to go out for a sec then he was on my laptop sorry for what damage he did,0,1
please dont be a cunt and make threats please i just wanted to discuss the issue the criticism portion is a complaint about school rules thats irrelevant for an encyclopedia entry have criticism is fine but these criticisms are not valid for an encyclopedic entry and further are a povevery school has rules do complaints of the rules belong an encyclopedia,0,1
by nazi vandal pavel vozenilek,1,0
yes yes yes 094 conducted patrol in 2014 without missiles the chinese are so stupid that they can not even make a missile work go ahead usa start a nuclear war now with china you most hated and bitter enemy they utterly destroyed your economy and is your biggest debt holder go ahead usa nuke china they do not even have a missile that work,0,1
oh why dear johnny boy oi cock face johncd my pages that have now been deleted thanks sarcasm but my pages werent finished i was in rush and planned to edit them later contact me also keep looking over your shoulder for sisher and his army of trojin horses remember that name cd sishers coming for you,0,1
i admit this is chat wit me contributions im the sockpuppet who was sending personal abuse among others this is my secret account which i kept a secret for a long time im going to send personal abuse to other users asap so you better block me on both account before i send personal abuse asshole,0,1
hey homo why were you undoing my edits its a well known fact that western black rhinos are also called wet titties among certain communities on the eastern side of africa and my girth is definitely 338 m wide with a height of 1417m when flaccid with a mass of 8001300 kg just because youre jealous of my massive pole doesnt mean you should undo my edits,0,1
re warning stop hand nuvolasvg this is the last warning you will receive for your disruptive commentsif you continue to make personal attacks on other people as you did at user talkcartick you will be blocked for disruption comment on content not on other contributors or people spacemanspiff ans fuck you glorified clerk admin go ahead block me how long do you think before i can edit with a proxy server but i wont because i couldnt be bothered with either your content or with a weak dravidian contributor like you enjoy editing on tamil and tamils,0,1
just checked you history you are a kannada right you dont have any history to write about kannadigas you motivated moron targeting and deleting tamil identities in all possible waysi dont know how wikipedia is allowing guys like you to go ahead with clear conflict of interest i am writing to the highest authority about 5 guys like you playing with gods and history relating to india and hinduismwill slipper you if i receive one more notification from you,1,0
theres that liberal selfrighteousness i knew would come fact is you a tiny boy removed my post because it linked to something that took the bible at face value and your little demon couldnt stand it so you had to destroy it to 1 keep the truth hidden 2 feed you christaphobic hate 3your homosexuality demands that you attack any time the bible is represented as the truth 4 make up for that tiny manhood you have,0,1
i see so administrators can be as nasty and rude and uncivil and mocking and demeaning as they like to the blocked editor on the blocked editors talk page but editors cant say anything back and if they do they have to fear they will have time added to their block how very department of corrections of you,0,1
gee 5 minutes of reverting redirects cost you precious time i am sooooooo sorry bout that i have been back to the page and aside from revisiting burned bridges i admire the work poured in but it does not excuse the way you treated me and before you go into a hoopla about how i acted i do understand your frustration my outbursts throughout my lifespan here isnt perfect nobodys is but its hard hodson its hard to be the good guy in situations where they only want to rip your heart out and drain it of your good will ive been treated like scum trying to be helpful and no matter what im the fuckup so i binned good will and civility and adopted yours and moni ingenious antagonist view of things fly in guns blaming and be unapologetic and when did the term for coward change to someone who wishes their name be removed from a statement or quote i know what i wrote i was sorry but now im not its not in the context i wrote it in its for moni to get a laugh out of my person so think what you will of me i just couldnt care less anymore take my spirit and impale it on a fucking spike if you want that part of me is gone gotta be an asshole in an assholes world 349 15 january 2012 utc,0,1
unprotect hi i want to vandalise this article and insert some antisemitic comments however im unable to do so due to the current state of protection could this please be removed so i can insert words phrases kike and hook nosed sons of abrahamkind regardsadolf hitler,0,1
who are the personal attacks directed at did you read beyond stupid did you read enough to see where i said that the image is a stupid image and a poor choice because even the creator of the image said he only did it because it looked cool 68114130234,0,1
he also has a problem with his left eye so he wears an eyepatch or sunglasses but its okay cause he is samuel motherfucking jackson semiprotected edit request on 16 may 2014 the middle name is not correct his actual middle name is motherfuckerexample i was watching agents of shield last night and then who should appear samuel motherfucking l jackson79183154237,0,1
